id,type,amount,touristId,zone,timestamp
893,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:07.925513400
776,ENCLOSURE_FEE_PREMIUM,30.0,28,Recinto Premium,2026-05-21T14:45:07.926514
777,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:07.926514
803,ENCLOSURE_FEE_VIP,75.0,30,Recinto VIP,2026-05-21T14:45:07.927512200
778,ENCLOSURE_FEE_PREMIUM,30.0,1,Recinto Premium,2026-05-21T14:45:07.928510800
894,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:07.928510800
776,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:07.929514200
50,SPA_SERVICE,20.0,3,Baños y SPA,2026-05-21T14:45:07.929514200
779,ENCLOSURE_FEE_PREMIUM,30.0,3,Recinto Premium,2026-05-21T14:45:07.930514600
777,ENCLOSURE_FEE_BASIC,10.0,4,Recinto Básico,2026-05-21T14:45:07.930514600
895,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:07.930514600
804,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:07.931513700
896,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.932515300
780,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:07.932515300
805,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.932515300
897,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:07.933515600
781,ENCLOSURE_FEE_PREMIUM,30.0,8,Recinto Premium,2026-05-21T14:45:07.933515600
778,ENCLOSURE_FEE_BASIC,10.0,9,Recinto Básico,2026-05-21T14:45:07.934530800
806,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:07.934530800
898,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.935524400
782,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.935524400
807,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.936529700
808,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:07.937531200
809,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.937531200
783,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:07.938528300
810,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.938528300
899,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.938528300
779,ENCLOSURE_FEE_BASIC,10.0,17,Recinto Básico,2026-05-21T14:45:07.939527900
780,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.939527900
900,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:07.939527900
811,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.940530700
781,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:07.940530700
784,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:07.941530600
901,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.941530600
782,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.942528600
902,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:07.942528600
783,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:07.943529500
785,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:07.944527100
784,ENCLOSURE_FEE_BASIC,10.0,25,Recinto Básico,2026-05-21T14:45:07.944527100
812,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.945529200
903,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:07.945529200
785,ENCLOSURE_FEE_BASIC,10.0,27,Recinto Básico,2026-05-21T14:45:07.945529200
904,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:07.946755300
786,ENCLOSURE_FEE_PREMIUM,30.0,28,Recinto Premium,2026-05-21T14:45:07.946755300
786,ENCLOSURE_FEE_BASIC,10.0,29,Recinto Básico,2026-05-21T14:45:07.946755300
787,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:07.948263
905,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:07.949507600
813,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.949507600
787,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:07.950538700
788,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:07.950538700
906,SOUVENIR,15.0,4,Recinto Central,2026-05-21T14:45:07.951986300
788,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.951986300
789,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:07.952973500
814,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.952973500
815,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.954047100
816,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.954047100
907,SOUVENIR,15.0,9,Recinto Central,2026-05-21T14:45:07.954047100
817,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.954047100
818,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:07.955485100
790,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.955485100
908,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:07.956487200
789,ENCLOSURE_FEE_BASIC,10.0,12,Recinto Básico,2026-05-21T14:45:07.956487200
819,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:07.957488100
820,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.957488100
790,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:07.957488100
909,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.958762800
821,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.958762800
822,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:07.959761400
823,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:07.959761400
824,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.960797700
910,SOUVENIR,15.0,20,Recinto Central,2026-05-21T14:45:07.960797700
791,ENCLOSURE_FEE_PREMIUM,30.0,20,Recinto Premium,2026-05-21T14:45:07.961806400
792,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:07.961806400
911,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.962793900
791,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.962793900
792,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:07.962793900
912,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:07.962793900
825,ENCLOSURE_FEE_VIP,75.0,24,Recinto VIP,2026-05-21T14:45:07.962793900
826,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:07.964157900
793,ENCLOSURE_FEE_PREMIUM,30.0,26,Recinto Premium,2026-05-21T14:45:07.964157900
794,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:07.964157900
795,ENCLOSURE_FEE_PREMIUM,30.0,28,Recinto Premium,2026-05-21T14:45:07.964157900
913,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:07.964157900
827,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.965684500
914,SOUVENIR,15.0,30,Recinto Central,2026-05-21T14:45:07.965684500
793,ENCLOSURE_FEE_BASIC,10.0,30,Recinto Básico,2026-05-21T14:45:07.965684500
915,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:07.967173
796,ENCLOSURE_FEE_PREMIUM,30.0,1,Recinto Premium,2026-05-21T14:45:07.968172
797,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:07.968681400
916,SOUVENIR,15.0,3,Recinto Central,2026-05-21T14:45:07.968681400
794,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:07.969691900
798,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.969691900
917,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:07.969691900
799,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:07.971076400
828,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.971076400
918,SOUVENIR,15.0,7,Recinto Central,2026-05-21T14:45:07.971076400
795,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:07.972332700
829,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.972332700
796,ENCLOSURE_FEE_BASIC,10.0,9,Recinto Básico,2026-05-21T14:45:07.973334800
800,ENCLOSURE_FEE_PREMIUM,30.0,10,Recinto Premium,2026-05-21T14:45:07.973334800
919,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.973334800
830,ENCLOSURE_FEE_VIP,75.0,11,Recinto VIP,2026-05-21T14:45:07.973334800
831,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.974332600
832,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:07.974332600
797,ENCLOSURE_FEE_BASIC,10.0,14,Recinto Básico,2026-05-21T14:45:07.974332600
798,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:07.975336800
833,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.975336800
799,ENCLOSURE_FEE_BASIC,10.0,17,Recinto Básico,2026-05-21T14:45:07.975336800
920,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:07.975336800
801,ENCLOSURE_FEE_PREMIUM,30.0,18,Recinto Premium,2026-05-21T14:45:07.976623700
800,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:07.976623700
834,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.976623700
802,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:07.977624700
835,ENCLOSURE_FEE_VIP,75.0,22,Recinto VIP,2026-05-21T14:45:07.977624700
921,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:07.977624700
801,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:07.978821400
922,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:07.978821400
836,ENCLOSURE_FEE_VIP,75.0,24,Recinto VIP,2026-05-21T14:45:07.978821400
923,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:07.978821400
803,ENCLOSURE_FEE_PREMIUM,30.0,25,Recinto Premium,2026-05-21T14:45:07.980013100
804,ENCLOSURE_FEE_PREMIUM,30.0,26,Recinto Premium,2026-05-21T14:45:07.980013100
924,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:07.980013100
805,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:07.981389100
837,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:07.981389100
925,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:07.982387200
838,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.982387200
802,ENCLOSURE_FEE_BASIC,10.0,30,Recinto Básico,2026-05-21T14:45:07.982387200
839,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.983390300
803,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:07.984852800
804,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:07.985844700
51,SPA_SERVICE,20.0,4,Baños y SPA,2026-05-21T14:45:07.985844700
806,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.987330200
926,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:07.987330200
840,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:07.988681300
927,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.988681300
805,ENCLOSURE_FEE_BASIC,10.0,6,Recinto Básico,2026-05-21T14:45:07.988681300
841,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.989700
928,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:07.989700
807,ENCLOSURE_FEE_PREMIUM,30.0,8,Recinto Premium,2026-05-21T14:45:07.990777600
808,ENCLOSURE_FEE_PREMIUM,30.0,9,Recinto Premium,2026-05-21T14:45:07.990777600
806,ENCLOSURE_FEE_BASIC,10.0,10,Recinto Básico,2026-05-21T14:45:07.992052400
929,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.992052400
807,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:07.992052400
930,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:07.993410300
842,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.993410300
931,SOUVENIR,15.0,13,Recinto Central,2026-05-21T14:45:07.993410300
808,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.993410300
809,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:07.994498200
809,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:07.994498200
810,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:07.995546
811,ENCLOSURE_FEE_PREMIUM,30.0,17,Recinto Premium,2026-05-21T14:45:07.995546
932,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:07.996548700
810,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.996548700
812,ENCLOSURE_FEE_PREMIUM,30.0,19,Recinto Premium,2026-05-21T14:45:07.996548700
843,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:07.997683100
811,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:07.997683100
933,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.997683100
813,ENCLOSURE_FEE_PREMIUM,30.0,22,Recinto Premium,2026-05-21T14:45:07.998682700
814,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:07.998682700
844,ENCLOSURE_FEE_VIP,75.0,24,Recinto VIP,2026-05-21T14:45:07.998682700
815,ENCLOSURE_FEE_PREMIUM,30.0,25,Recinto Premium,2026-05-21T14:45:07.998682700
934,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:08.000076900
812,ENCLOSURE_FEE_BASIC,10.0,26,Recinto Básico,2026-05-21T14:45:08.001188700
935,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:08.002191200
845,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:08.002191200
816,ENCLOSURE_FEE_PREMIUM,30.0,28,Recinto Premium,2026-05-21T14:45:08.002191200
846,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:08.003539200
817,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:08.003539200
936,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:08.004538400
847,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:08.006003200
937,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:08.006003200
813,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:08.006998200
848,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:08.006998200
849,ENCLOSURE_FEE_VIP,75.0,4,Recinto VIP,2026-05-21T14:45:08.006998200
938,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:08.008047100
850,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:08.008047100
939,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:08.009157300
818,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:08.009157300
940,SOUVENIR,15.0,7,Recinto Central,2026-05-21T14:45:08.010487900
814,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:08.010487900
941,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:08.011492700
851,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:08.011492700
852,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:08.012526100
942,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:08.012526100
853,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:08.012526100
815,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:08.013840600
816,ENCLOSURE_FEE_BASIC,10.0,12,Recinto Básico,2026-05-21T14:45:08.013840600
854,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:08.013840600
819,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:08.013840600
820,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:08.015065700
855,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:08.015065700
856,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:08.016062900
857,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:08.016062900
943,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:08.016062900
817,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:08.016062900
944,SOUVENIR,15.0,20,Recinto Central,2026-05-21T14:45:08.017435200
858,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:08.018440300
818,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:08.018440300
945,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:08.019446100
821,ENCLOSURE_FEE_PREMIUM,30.0,22,Recinto Premium,2026-05-21T14:45:08.019446100
946,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:08.020846900
822,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:08.021361100
823,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:08.021361100
947,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:08.021361100
859,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:08.022375600
824,ENCLOSURE_FEE_PREMIUM,30.0,26,Recinto Premium,2026-05-21T14:45:08.022375600
860,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:08.022375600
819,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:08.023373100
948,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:08.023373100
820,ENCLOSURE_FEE_BASIC,10.0,29,Recinto Básico,2026-05-21T14:45:08.024374700
949,SOUVENIR,15.0,30,Recinto Central,2026-05-21T14:45:08.024374700
825,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:08.025370100
950,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:08.026416200
821,ENCLOSURE_FEE_BASIC,10.0,1,Recinto Básico,2026-05-21T14:45:08.027411400
826,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:08.027411400
951,SOUVENIR,15.0,3,Recinto Central,2026-05-21T14:45:08.027411400
822,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:08.027411400
823,ENCLOSURE_FEE_BASIC,10.0,4,Recinto Básico,2026-05-21T14:45:08.027411400
952,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:08.028828200
861,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:08.028828200
827,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:08.029831100
824,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:08.029831100
953,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:08.029831100
825,ENCLOSURE_FEE_BASIC,10.0,8,Recinto Básico,2026-05-21T14:45:08.031056500
828,ENCLOSURE_FEE_PREMIUM,30.0,9,Recinto Premium,2026-05-21T14:45:08.031056500
954,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:08.031056500
862,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:08.032056800
955,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:08.032056800
826,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:08.032056800
863,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:08.033066100
864,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:08.034082800
956,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:08.034082800
829,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:08.035082700
865,ENCLOSURE_FEE_VIP,75.0,15,Recinto VIP,2026-05-21T14:45:08.035082700
830,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:08.036079800
957,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:08.037087
866,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:08.037087
831,ENCLOSURE_FEE_PREMIUM,30.0,18,Recinto Premium,2026-05-21T14:45:08.037087
832,ENCLOSURE_FEE_PREMIUM,30.0,19,Recinto Premium,2026-05-21T14:45:08.038088800
958,SOUVENIR,15.0,20,Recinto Central,2026-05-21T14:45:08.038088800
827,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:08.038088800
867,ENCLOSURE_FEE_VIP,75.0,21,Recinto VIP,2026-05-21T14:45:08.039079400
868,ENCLOSURE_FEE_VIP,75.0,22,Recinto VIP,2026-05-21T14:45:08.039079400
828,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:08.040075
829,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:08.040075
833,ENCLOSURE_FEE_PREMIUM,30.0,25,Recinto Premium,2026-05-21T14:45:08.040075
830,ENCLOSURE_FEE_BASIC,10.0,26,Recinto Básico,2026-05-21T14:45:08.040075
959,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:08.041310500
869,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:08.041310500
960,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:08.041310500
870,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:08.041310500
834,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:08.042500900
961,SOUVENIR,15.0,30,Recinto Central,2026-05-21T14:45:08.042500900
835,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:08.042500900
52,SPA_SERVICE,20.0,1,Baños y SPA,2026-05-21T14:45:08.043787900
871,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:08.044795400
962,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:08.044795400
836,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:08.044795400
53,SPA_SERVICE,20.0,3,Baños y SPA,2026-05-21T14:45:08.044795400
837,ENCLOSURE_FEE_PREMIUM,30.0,3,Recinto Premium,2026-05-21T14:45:08.046131400
963,SOUVENIR,15.0,4,Recinto Central,2026-05-21T14:45:08.046131400
838,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:08.046131400
964,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:08.046131400
872,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:08.047424100
831,ENCLOSURE_FEE_BASIC,10.0,6,Recinto Básico,2026-05-21T14:45:08.047424100
873,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:08.048420300
839,ENCLOSURE_FEE_PREMIUM,30.0,8,Recinto Premium,2026-05-21T14:45:08.048420300
832,ENCLOSURE_FEE_BASIC,10.0,9,Recinto Básico,2026-05-21T14:45:08.049822600
965,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:08.049822600
874,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:08.050835
966,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:08.050835
833,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:08.051836600
840,ENCLOSURE_FEE_PREMIUM,30.0,12,Recinto Premium,2026-05-21T14:45:08.051836600
841,ENCLOSURE_FEE_PREMIUM,30.0,13,Recinto Premium,2026-05-21T14:45:08.052829800
842,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:08.052829800
875,ENCLOSURE_FEE_VIP,75.0,15,Recinto VIP,2026-05-21T14:45:08.053823600
967,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:08.053823600
876,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:08.054826900
968,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:08.054826900
834,ENCLOSURE_FEE_BASIC,10.0,17,Recinto Básico,2026-05-21T14:45:08.054826900
843,ENCLOSURE_FEE_PREMIUM,30.0,18,Recinto Premium,2026-05-21T14:45:08.055821
969,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:08.055821
835,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:08.055821
877,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:08.056821200
970,SOUVENIR,15.0,21,Recinto Central,2026-05-21T14:45:08.056821200
836,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:08.056821200
844,ENCLOSURE_FEE_PREMIUM,30.0,22,Recinto Premium,2026-05-21T14:45:08.057822100
845,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:08.057822100
971,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:08.057822100
846,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:08.058822900
